-90,17.9899323394171
-89,17.7900442023125
-88,17.5901560652078
-87,17.3902679281032
-86,17.1903797909986
-85,16.9904916538939
-84,16.7906035167893
-83,16.5907153796847
-82,16.39082724258
-81,16.1909391054754
-80,15.9910509683708
-79,15.7911628312661
-78,15.5912746941615
-77,15.3913865570569
-76,15.1914984199522
-75,14.9916102828476
-74,14.791722145743
-73,14.5918340086383
-72,14.3919458715337
-71,14.1920577344291
-70,13.9921695973244
-69,13.7922814602198
-68,13.5923933231152
-67,13.3925051860105
-66,13.1926170489059
-65,12.9927289118013
-64,12.7928407746966
-63,12.592952637592
-62,12.3930645004873
-61,12.1931763633827
-60,11.9932882262781
-59,11.7934000891734
-58,11.5935119520688
-57,11.3936238149642
-56,11.1937356778595
-55,10.9938475407549
-54,10.7939594036503
-53,10.5940712665456
-52,10.394183129441
-51,10.1942949923364
-50,9.99440685523173
-49,9.7945187181271
-48,9.59463058102246
-47,9.39474244391783
-46,9.19485430681319
-45,8.99496616970856
-44,8.79507803260392
-43,8.59518989549929
-42,8.39530175839465
-41,8.19541362129002
-40,7.99552548418538
-39,7.79563734708075
-38,7.59574920997612
-37,7.39586107287148
-36,7.19597293576685
-35,6.99608479866221
-34,6.79619666155758
-33,6.59630852445294
-32,6.39642038734831
-31,6.19653225024367
-30,5.99664411313904
-29,5.7967559760344
-28,5.59686783892977
-27,5.39697970182513
-26,5.1970915647205
-25,4.99720342761587
-24,4.79731529051123
-23,4.5974271534066
-22,4.39753901630196
-21,4.19765087919733
-20,3.99776274209269
-19,3.79787460498806
-18,3.59798646788342
-17,3.39809833077879
-16,3.19821019367415
-15,2.99832205656952
-14,2.79843391946488
-13,2.59854578236025
-12,2.39865764525562
-11,2.19876950815098
-10,1.99888137104635
-9,1.79899323394171
-8,1.59910509683708
-7,1.39921695973244
-6,1.19932882262781
-5,0.999440685523173
-4,0.799552548418539
-3,0.599664411313904
-2,0.399776274209269
-1,0.199888137104635
0,0
1,-0.199888137104635
2,-0.399776274209269
3,-0.599664411313904
4,-0.799552548418539
5,-0.999440685523173
6,-1.19932882262781
7,-1.39921695973244
8,-1.59910509683708
9,-1.79899323394171
10,-1.99888137104635
11,-2.19876950815098
12,-2.39865764525562
13,-2.59854578236025
14,-2.79843391946488
15,-2.99832205656952
16,-3.19821019367415
17,-3.39809833077879
18,-3.59798646788342
19,-3.79787460498806
20,-3.99776274209269
21,-4.19765087919733
22,-4.39753901630196
23,-4.5974271534066
24,-4.79731529051123
25,-4.99720342761587
26,-5.1970915647205
27,-5.39697970182513
28,-5.59686783892977
29,-5.7967559760344
30,-5.99664411313904
31,-6.19653225024367
32,-6.39642038734831
33,-6.59630852445294
34,-6.79619666155758
35,-6.99608479866221
36,-7.19597293576685
37,-7.39586107287148
38,-7.59574920997612
39,-7.79563734708075
40,-7.99552548418538
41,-8.19541362129002
42,-8.39530175839465
43,-8.59518989549929
44,-8.79507803260392
45,-8.99496616970856
46,-9.19485430681319
47,-9.39474244391783
48,-9.59463058102246
49,-9.7945187181271
50,-9.99440685523173
51,-10.1942949923364
52,-10.394183129441
53,-10.5940712665456
54,-10.7939594036503
55,-10.9938475407549
56,-11.1937356778595
57,-11.3936238149642
58,-11.5935119520688
59,-11.7934000891734
60,-11.9932882262781
61,-12.1931763633827
62,-12.3930645004873
63,-12.592952637592
64,-12.7928407746966
65,-12.9927289118013
66,-13.1926170489059
67,-13.3925051860105
68,-13.5923933231152
69,-13.7922814602198
70,-13.9921695973244
71,-14.1920577344291
72,-14.3919458715337
73,-14.5918340086383
74,-14.791722145743
75,-14.9916102828476
76,-15.1914984199522
77,-15.3913865570569
78,-15.5912746941615
79,-15.7911628312661
80,-15.9910509683708
81,-16.1909391054754
82,-16.39082724258
83,-16.5907153796847
84,-16.7906035167893
85,-16.9904916538939
86,-17.1903797909986
87,-17.3902679281032
88,-17.5901560652078
89,-17.7900442023125
90,-17.9899323394171
